sample_id,af_id,source_dataset,article_id,fact,llm_covered,llm_supporting_span,module_keep,module_reasoning,lay_summary,human_covered,human_notes
exp2_human_041,exp2_elife_003_af_0035,eLife,exp2_elife_003,"Conditions of hyper- and hypo-perfusion are not reported by optical coherence tomography angiography, so early and subtle functional changes in blood flow may be overlooked and only later structural vessel occlusions visualized in disease.",False,,True,"This fact explains a key limitation of a commonly used imaging method, which is important for lay readers to understand why early disease changes might be missed and why the study's approach or findings matter.","The magical twinkling of the night sky is actually the result of imperfections in Earth's atmosphere . Turbulence in the air distorts the light as it passes through , causing it to bend , which blurs the image . To get a clear picture of distant objects , astronomers use a technique called 'adaptive optics' . Deformable mirrors , controlled by computers , bend the light back to correct the distortion . Now , biologists are borrowing the same technique to take a closer look at the blood vessels of the brain . At the moment , functional MRI is one of the most popular imaging techniques for measuring blood flow in the brain . But it can only achieve a resolution of around 1 millimetre , and the tiniest capillaries measure less than a hundredth of a millimetre across . These tiny vessels can be examined surgically , or by injecting dyes into the bloodstream , but these techniques carry a risk . As a result , scientists can only use them in experimental animals . One solution is to look at the vessel network in the back of the eye . The retina is part of the brain and , because the eye is transparent , its blood supply is much easier to see . But imperfections in the eye bend light and blur images of the cells , just like the Earth's atmosphere blurs images of the stars . This is where adaptive optics comes in . Using this technique , it becomes possible to see single red blood cells . Combining adaptive optics with high-speed video could allow us to track cells through the whole network of blood vessels in the eye . At the moment , blood flow measurement techniques either focus on the very big vessels , or the very small ones; they cannot get a complete picture of the whole interconnected system . Now , Joseph et al . have combined adaptive optics , ultrafast imaging , and a new algorithm to view the whole blood vessel network in the eye of a mouse . The new method can automatically measure single blood cells , even when they are moving at their highest possible speed . It can capture the full range of retinal vessels , from the smallest capillaries to the largest arteries and veins . And , by tracking millions of cells at a time , it can reveal how the pressure wave of the blood changes with each beat of the heart . The slightest disruption in blood flow to the brain can cause irreversible damage . So , measuring blood flow is crucial to understanding what happens when things go wrong . This new method is not invasive and uses safe levels of near-infrared light which the retina cannot see , making it safe to use in humans . Joseph et al . have already started their first studies in humans , and the baseline data they have obtained for healthy mice also provides a starting point for comparison with mice with genetic mutations or disease .",,
exp2_human_042,exp2_plos_004_af_0002,PLOS,exp2_plos_004,Dynein is utilized during interphase for vesicle transport and organelle positioning.,True,"An essential motor protein complex called cytoplasmic dynein powers many aspects of microtubule-dependent transport , but it is currently unclear how dynein is regulated such that it can execute different processes .",False,This is a background mechanistic detail about dynein's cellular role that is unlikely to be essential for understanding the study's main question or findings in a lay summary unless the study specifically centers on dynein's function in vesicle transport or organelle positioning.,"Microtubules and microtubule-dependent motor proteins segregate chromosomes during mitosis and also promote cellular organization in nondividing cells . An essential motor protein complex called cytoplasmic dynein powers many aspects of microtubule-dependent transport , but it is currently unclear how dynein is regulated such that it can execute different processes . We have performed a genome-wide screen to isolate genes that are involved in dynein-dependent processes . We determined that 20 of the 49 genes we identified specifically influenced the viability of dynein mutant strains but not the viability of other C . elegans mutants . Many of the proteins that specifically influence dynein localized to subcellular sites where the dynein heavy chain has been reported by others to be found . Additionally , we identified four dynein components that appear to negatively regulate the force-generating dynein heavy chain . The identification and initial characterization of this group of genes represents a route to identify genes that are not themselves essential but do participate in essential processes .",,
exp2_human_043,exp2_elife_003_af_0052,eLife,exp2_elife_003,"In this study, imaging strategies and custom algorithms were deployed to image single blood cells noninvasively in the smallest to largest vessels of the mouse retinal circulation (lumen diameters: 3.2–45.8 micrometers) without requiring exogenous contrast agents.",True,"Now , Joseph et al . have combined adaptive optics , ultrafast imaging , and a new algorithm to view the whole blood vessel network in the eye of a mouse . The new method can automatically measure single blood cells , even when they are moving at their highest possible speed . It can capture the full range of retinal vessels , from the smallest capillaries to the largest arteries and veins . ... This new method is not invasive and uses safe levels of near-infrared light which the retina cannot see , making it safe to use in humans .",True,This fact provides a high-level description of the central methodological advance—noninvasive imaging of single blood cells across all vessel sizes in the mouse retina without contrast agents—which is likely essential for lay readers to understand what made the study possible and why it matters.,"The magical twinkling of the night sky is actually the result of imperfections in Earth's atmosphere . Turbulence in the air distorts the light as it passes through , causing it to bend , which blurs the image . To get a clear picture of distant objects , astronomers use a technique called 'adaptive optics' . Deformable mirrors , controlled by computers , bend the light back to correct the distortion . Now , biologists are borrowing the same technique to take a closer look at the blood vessels of the brain . At the moment , functional MRI is one of the most popular imaging techniques for measuring blood flow in the brain . But it can only achieve a resolution of around 1 millimetre , and the tiniest capillaries measure less than a hundredth of a millimetre across . These tiny vessels can be examined surgically , or by injecting dyes into the bloodstream , but these techniques carry a risk . As a result , scientists can only use them in experimental animals . One solution is to look at the vessel network in the back of the eye . The retina is part of the brain and , because the eye is transparent , its blood supply is much easier to see . But imperfections in the eye bend light and blur images of the cells , just like the Earth's atmosphere blurs images of the stars . This is where adaptive optics comes in . Using this technique , it becomes possible to see single red blood cells . Combining adaptive optics with high-speed video could allow us to track cells through the whole network of blood vessels in the eye . At the moment , blood flow measurement techniques either focus on the very big vessels , or the very small ones; they cannot get a complete picture of the whole interconnected system . Now , Joseph et al . have combined adaptive optics , ultrafast imaging , and a new algorithm to view the whole blood vessel network in the eye of a mouse . The new method can automatically measure single blood cells , even when they are moving at their highest possible speed . It can capture the full range of retinal vessels , from the smallest capillaries to the largest arteries and veins . And , by tracking millions of cells at a time , it can reveal how the pressure wave of the blood changes with each beat of the heart . The slightest disruption in blood flow to the brain can cause irreversible damage . So , measuring blood flow is crucial to understanding what happens when things go wrong . This new method is not invasive and uses safe levels of near-infrared light which the retina cannot see , making it safe to use in humans . Joseph et al . have already started their first studies in humans , and the baseline data they have obtained for healthy mice also provides a starting point for comparison with mice with genetic mutations or disease .",,
exp2_human_044,exp2_elife_005_af_0277,eLife,exp2_elife_005,Humans have adapted in response to infectious disease at the LARGE gene in West Africans in response to pressure from Lassa fever.,False,,True,"This fact is central to the study's main message, as it describes a key finding about human genetic adaptation to infectious disease, which is highly relevant and necessary for lay readers to understand the significance of the research.","Our genomes contain a record of historical events . This is because when groups of people are separated for generations , the DNA sequence in the two groups’ genomes will change in different ways . Looking at the differences in the genomes of people from the same population can help researchers to understand and reconstruct the historical interactions that brought their ancestors together . The mixing of two populations that were previously separate is known as admixture . Africa as a continent has few written records of its history . This means that it is somewhat unknown which important movements of people in the past generated the populations found in modern-day Africa . Busby et al . have now attempted to use DNA to look into this and reconstruct the last 4000 years of genetic history in African populations . As has been shown in other regions of the world , the new analysis showed that all African populations are the result of historical admixture events . However , Busby et al . could characterize these events to unprecedented level of detail . For example , multiple ethnic groups from The Gambia and Mali all show signs of sharing the same set of ancestors from West Africa , Europe and Asia who mixed around 2000 years ago . Evidence of a migration of people from Central West Africa , known as the Bantu expansion , could also be detected , and was shown to carry genes to the south and east . An important next step will be to now look at the consequences of the observed gene-flow , and ask if it has contributed to spreading beneficial , or detrimental , mutations around Africa .",,
exp2_human_045,exp2_elife_005_af_0024,eLife,exp2_elife_005,The identification of hunter-gatherer ancestry in non-hunter-gatherer populations together with the timing of these events is consistent with the known expansion of Bantu languages across Africa within the last 3 thousand years.,True,"Evidence of a migration of people from Central West Africa , known as the Bantu expansion , could also be detected , and was shown to carry genes to the south and east .",True,"This fact connects genetic findings to a major historical event (the Bantu expansion), providing essential context for lay readers to understand the significance and timing of the study's results.","Our genomes contain a record of historical events . This is because when groups of people are separated for generations , the DNA sequence in the two groups’ genomes will change in different ways . Looking at the differences in the genomes of people from the same population can help researchers to understand and reconstruct the historical interactions that brought their ancestors together . The mixing of two populations that were previously separate is known as admixture . Africa as a continent has few written records of its history . This means that it is somewhat unknown which important movements of people in the past generated the populations found in modern-day Africa . Busby et al . have now attempted to use DNA to look into this and reconstruct the last 4000 years of genetic history in African populations . As has been shown in other regions of the world , the new analysis showed that all African populations are the result of historical admixture events . However , Busby et al . could characterize these events to unprecedented level of detail . For example , multiple ethnic groups from The Gambia and Mali all show signs of sharing the same set of ancestors from West Africa , Europe and Asia who mixed around 2000 years ago . Evidence of a migration of people from Central West Africa , known as the Bantu expansion , could also be detected , and was shown to carry genes to the south and east . An important next step will be to now look at the consequences of the observed gene-flow , and ask if it has contributed to spreading beneficial , or detrimental , mutations around Africa .",,
exp2_human_046,exp2_plos_003_af_0143,PLOS,exp2_plos_003,The hydrophobic solvent-accessible surface area (HSAS) is used to quantify the state of unfolding of Trp-cage.,False,,False,"This is a technical methodological detail about how protein unfolding is quantified, which is unlikely to be necessary for a lay reader to understand the study's main question or findings and would typically be omitted from an expert lay summary.","Proteins are flexible nanomachines that frequently accomplish their biological function by collective atomic motions . Such motions may be characterized by hinge , shear , or rotational motions of entire protein domains , loop movements , or subtle rearrangements of amino acid side chains . In many cases it is far from obvious how collective motions are related to a particular biological task . Therefore , we propose a novel technique termed “functional mode analysis” that , based on an ensemble of structures , aims to detect a collective motion that is directly related to a particular protein function . From the given set of protein structures , together with a “functional quantity” , the technique seeks the collective motion that is maximally correlated to the functional quantity . The chosen functional quantity can be quite general; typical examples could include the openness of a channel , active site geometry , or cleft solvent accessibility . Because the proposed framework is highly general , we expect the approach to be useful to a wide range of applications . To illustrate the new technique , we apply functional mode analysis to molecular dynamics trajectories of a polyalanine-helix , bacteriophage T4 lysozyme , Trp-cage , and Leucine-binding protein .",,
exp2_human_047,exp2_elife_005_af_0363,eLife,exp2_elife_005,The approach based on the comparison and analysis of painted chromosomes offers a different perspective from approaches based on comparisons of allele frequencies.,False,,False,"This fact describes a methodological distinction that is technical and peripheral for lay readers, as it does not directly convey the study's main findings, implications, or necessary context for understanding the central message.","Our genomes contain a record of historical events . This is because when groups of people are separated for generations , the DNA sequence in the two groups’ genomes will change in different ways . Looking at the differences in the genomes of people from the same population can help researchers to understand and reconstruct the historical interactions that brought their ancestors together . The mixing of two populations that were previously separate is known as admixture . Africa as a continent has few written records of its history . This means that it is somewhat unknown which important movements of people in the past generated the populations found in modern-day Africa . Busby et al . have now attempted to use DNA to look into this and reconstruct the last 4000 years of genetic history in African populations . As has been shown in other regions of the world , the new analysis showed that all African populations are the result of historical admixture events . However , Busby et al . could characterize these events to unprecedented level of detail . For example , multiple ethnic groups from The Gambia and Mali all show signs of sharing the same set of ancestors from West Africa , Europe and Asia who mixed around 2000 years ago . Evidence of a migration of people from Central West Africa , known as the Bantu expansion , could also be detected , and was shown to carry genes to the south and east . An important next step will be to now look at the consequences of the observed gene-flow , and ask if it has contributed to spreading beneficial , or detrimental , mutations around Africa .",,
exp2_human_048,exp2_plos_002_af_0074,PLOS,exp2_plos_002,"The robust nature of the algorithms means that the number of false positive predictions will be relatively small, as the algorithm knows in advance which genes will be well predicted.",True,"Thus , although the number of genes that could be explained is relatively small , the identity and quantitative degree to which genes can be predicted is known in advance .",False,"This is a technical detail about algorithm performance and prediction specificity that is unlikely to be central to a lay summary, which would focus on the main findings or implications rather than the algorithm's internal knowledge or prediction rates.","Variation in gene expression across different individuals has been found to play a role in susceptibility to different diseases . In addition , many genetic variants that are linked to changes in expression have been found to date . However , their joint ability to accurately predict these changes is not well understood and has rarely been evaluated . Here , we devise a method that uses multiple genetic variants to explain the variation in expression of genes across individuals . One important aspect of our method is its robustness , in that our predictions agree well between training and test sets . Thus , although the number of genes that could be explained is relatively small , the identity and quantitative degree to which genes can be predicted is known in advance . We also present an extension to our method that integrates different genomic annotations such as location of the genetic variant or its context to differentially weigh the genetic variants in our model and improve predictions . Finally , genes that are successfully predicted have , on average , higher expression and more variability across individuals , providing insight into the characteristics of the types of genes that can be predicted by our method .",,
exp2_human_049,exp2_plos_005_af_0002,PLOS,exp2_plos_005,The host seven-pass transmembrane protein TOM1 is necessary for efficient Tomato mosaic virus (ToMV) multiplication.,True,We further demonstrate that the replication proteins acquire the ability to synthesize negative-strand ToMV RNA and RNA 5′ cap only in the presence of both TOM1 and ARL8.,True,"This fact identifies a host protein required for efficient virus multiplication, which is a core mechanistic finding central to understanding the study's main message and its implications for disease biology or potential interventions.","Many important pathogens of plants , animals , and humans are positive-strand RNA viruses . They replicate via complementary RNA in replication complexes formed on host intracellular membranes . In the replication process , not only viral replication proteins but also host factors play important roles . Although many host factors whose knockdown affects the multiplication of positive-strand RNA viruses have been identified , the function of each host factor in virus multiplication is only poorly understood in most instances . In this paper , we show that a host small GTP-binding protein ARL8 is required for the multiplication of Tomato mosaic virus ( ToMV ) , and that it forms a complex with ToMV replication proteins and another essential host factor TOM1 that is a seven-pass transmembrane protein . We further demonstrate that the replication proteins acquire the ability to synthesize negative-strand ToMV RNA and RNA 5′ cap only in the presence of both TOM1 and ARL8 . The replication proteins of ToMV are multifunctional proteins that participate in RNA replication on membranes and RNA silencing suppression in the cytosol . Our results suggest that ToMV replication proteins are programmed to express their replication-related activities only on membranes through interactions with these host membrane proteins .",,
exp2_human_050,exp2_elife_005_af_0167,eLife,exp2_elife_005,Admixture P-values are based on 100 bootstrap replicates of the NULL procedure.,False,,False,This is a technical methodological detail about statistical analysis that does not affect lay understanding of the study's main findings or implications.,"Our genomes contain a record of historical events . This is because when groups of people are separated for generations , the DNA sequence in the two groups’ genomes will change in different ways . Looking at the differences in the genomes of people from the same population can help researchers to understand and reconstruct the historical interactions that brought their ancestors together . The mixing of two populations that were previously separate is known as admixture . Africa as a continent has few written records of its history . This means that it is somewhat unknown which important movements of people in the past generated the populations found in modern-day Africa . Busby et al . have now attempted to use DNA to look into this and reconstruct the last 4000 years of genetic history in African populations . As has been shown in other regions of the world , the new analysis showed that all African populations are the result of historical admixture events . However , Busby et al . could characterize these events to unprecedented level of detail . For example , multiple ethnic groups from The Gambia and Mali all show signs of sharing the same set of ancestors from West Africa , Europe and Asia who mixed around 2000 years ago . Evidence of a migration of people from Central West Africa , known as the Bantu expansion , could also be detected , and was shown to carry genes to the south and east . An important next step will be to now look at the consequences of the observed gene-flow , and ask if it has contributed to spreading beneficial , or detrimental , mutations around Africa .",,
exp2_human_051,exp2_plos_005_af_0108,PLOS,exp2_plos_005,"32P-labeled RNA, indicating capped RNA, was detected in the 180K-FS-purified fraction from infected plant cells and in 130K-FS-purified fraction from yeast coexpressing AtTOM1 and AtARL8a.",True,We further demonstrate that the replication proteins acquire the ability to synthesize negative-strand ToMV RNA and RNA 5′ cap only in the presence of both TOM1 and ARL8.,False,"This fact describes specific technical details about labeled RNA detection in particular purified fractions, which is too fine-grained and technical for a lay summary and would likely be compressed into a broader statement about the main findings or methods.","Many important pathogens of plants , animals , and humans are positive-strand RNA viruses . They replicate via complementary RNA in replication complexes formed on host intracellular membranes . In the replication process , not only viral replication proteins but also host factors play important roles . Although many host factors whose knockdown affects the multiplication of positive-strand RNA viruses have been identified , the function of each host factor in virus multiplication is only poorly understood in most instances . In this paper , we show that a host small GTP-binding protein ARL8 is required for the multiplication of Tomato mosaic virus ( ToMV ) , and that it forms a complex with ToMV replication proteins and another essential host factor TOM1 that is a seven-pass transmembrane protein . We further demonstrate that the replication proteins acquire the ability to synthesize negative-strand ToMV RNA and RNA 5′ cap only in the presence of both TOM1 and ARL8 . The replication proteins of ToMV are multifunctional proteins that participate in RNA replication on membranes and RNA silencing suppression in the cytosol . Our results suggest that ToMV replication proteins are programmed to express their replication-related activities only on membranes through interactions with these host membrane proteins .",,
exp2_human_052,exp2_plos_002_af_0073,PLOS,exp2_plos_002,"In the Cross-pop and Mixed-pop cross-validation schemes, 364/15,439 (2.4%) and 529/15,439 (3.4%) of the genes have training and test R2 above 0.1, respectively.",False,"Thus , although the number of genes that could be explained is relatively small , the identity and quantitative degree to which genes can be predicted is known in advance .",False,"This fact provides fine-grained quantitative detail about gene counts and specific R2 thresholds in technical validation schemes, which is too detailed and technical for a lay summary and does not directly support the main narrative or conclusions for non-specialist readers.","Variation in gene expression across different individuals has been found to play a role in susceptibility to different diseases . In addition , many genetic variants that are linked to changes in expression have been found to date . However , their joint ability to accurately predict these changes is not well understood and has rarely been evaluated . Here , we devise a method that uses multiple genetic variants to explain the variation in expression of genes across individuals . One important aspect of our method is its robustness , in that our predictions agree well between training and test sets . Thus , although the number of genes that could be explained is relatively small , the identity and quantitative degree to which genes can be predicted is known in advance . We also present an extension to our method that integrates different genomic annotations such as location of the genetic variant or its context to differentially weigh the genetic variants in our model and improve predictions . Finally , genes that are successfully predicted have , on average , higher expression and more variability across individuals , providing insight into the characteristics of the types of genes that can be predicted by our method .",,
exp2_human_053,exp2_plos_002_af_0053,PLOS,exp2_plos_002,Most studies of the relationship between genetic and expression variation have focused on identifying single nucleotide polymorphisms that are significantly correlated with gene expression changes.,True,"In addition , many genetic variants that are linked to changes in expression have been found to date .",False,This is a background methodological detail about prior research focus that is not essential for lay readers to understand the study's main question or findings and would likely be omitted or compressed in a lay summary.,"Variation in gene expression across different individuals has been found to play a role in susceptibility to different diseases . In addition , many genetic variants that are linked to changes in expression have been found to date . However , their joint ability to accurately predict these changes is not well understood and has rarely been evaluated . Here , we devise a method that uses multiple genetic variants to explain the variation in expression of genes across individuals . One important aspect of our method is its robustness , in that our predictions agree well between training and test sets . Thus , although the number of genes that could be explained is relatively small , the identity and quantitative degree to which genes can be predicted is known in advance . We also present an extension to our method that integrates different genomic annotations such as location of the genetic variant or its context to differentially weigh the genetic variants in our model and improve predictions . Finally , genes that are successfully predicted have , on average , higher expression and more variability across individuals , providing insight into the characteristics of the types of genes that can be predicted by our method .",,
exp2_human_054,exp2_elife_003_af_0231,eLife,exp2_elife_003,Changes happening in lower vascular branches in disease may be missed when only total blood supply to the retina is measured.,False,,True,"This fact highlights a limitation of measuring only total retinal blood supply, which is important for lay readers to understand why more detailed measurements of specific vascular branches may be necessary in disease studies.","The magical twinkling of the night sky is actually the result of imperfections in Earth's atmosphere . Turbulence in the air distorts the light as it passes through , causing it to bend , which blurs the image . To get a clear picture of distant objects , astronomers use a technique called 'adaptive optics' . Deformable mirrors , controlled by computers , bend the light back to correct the distortion . Now , biologists are borrowing the same technique to take a closer look at the blood vessels of the brain . At the moment , functional MRI is one of the most popular imaging techniques for measuring blood flow in the brain . But it can only achieve a resolution of around 1 millimetre , and the tiniest capillaries measure less than a hundredth of a millimetre across . These tiny vessels can be examined surgically , or by injecting dyes into the bloodstream , but these techniques carry a risk . As a result , scientists can only use them in experimental animals . One solution is to look at the vessel network in the back of the eye . The retina is part of the brain and , because the eye is transparent , its blood supply is much easier to see . But imperfections in the eye bend light and blur images of the cells , just like the Earth's atmosphere blurs images of the stars . This is where adaptive optics comes in . Using this technique , it becomes possible to see single red blood cells . Combining adaptive optics with high-speed video could allow us to track cells through the whole network of blood vessels in the eye . At the moment , blood flow measurement techniques either focus on the very big vessels , or the very small ones; they cannot get a complete picture of the whole interconnected system . Now , Joseph et al . have combined adaptive optics , ultrafast imaging , and a new algorithm to view the whole blood vessel network in the eye of a mouse . The new method can automatically measure single blood cells , even when they are moving at their highest possible speed . It can capture the full range of retinal vessels , from the smallest capillaries to the largest arteries and veins . And , by tracking millions of cells at a time , it can reveal how the pressure wave of the blood changes with each beat of the heart . The slightest disruption in blood flow to the brain can cause irreversible damage . So , measuring blood flow is crucial to understanding what happens when things go wrong . This new method is not invasive and uses safe levels of near-infrared light which the retina cannot see , making it safe to use in humans . Joseph et al . have already started their first studies in humans , and the baseline data they have obtained for healthy mice also provides a starting point for comparison with mice with genetic mutations or disease .",,
exp2_human_055,exp2_plos_001_af_0155,PLOS,exp2_plos_001,The value of the forcing frequency relative to the natural frequencies of the body is important to trigger the various deformation modes of the body.,True,This insight reveals that swimming is viable for small enough frequencies of neuromuscular activation relative to the natural frequencies of the body and for sufficiently stiff elastic properties.,False,"This is a technical detail about the relationship between forcing frequency and deformation modes, which is unlikely to be central to a lay summary unless the study's main message directly hinges on this mechanism, making it too fine-grained for most lay audiences.","The damped harmonic oscillator framework has been applied to interrogate numerous engineering systems like the tuned mass damper used in power transmission , automobiles , and buildings to reduce vibrations . We apply the same framework to undulatory swimming to understand the emergence of movement due to muscular and/or environmental forcing . It helps elucidate why flexible bodies can indeed be propelled forward by not only the internal muscular forcing but also by external fluid forces as reported earlier in which dead trout were found to swim in the wake of cylinder . We show how forcing triggers the first few deformation modes of the swimmer similar to how the appropriate forcing triggers the fundamental deformation modes on a guitar string . We show how the lower deformation modes produce the best forward propulsion of the body . This insight reveals that swimming is viable for small enough frequencies of neuromuscular activation relative to the natural frequencies of the body and for sufficiently stiff elastic properties . Thus , these results identify the key mechanistic parameters that would have been crucial to the evolutionary emergence of swimming animals . The proposed framework can help understand neural control of movement in swimming as well as control of underwater vehicles .",,
exp2_human_056,exp2_plos_004_af_0160,PLOS,exp2_plos_004,"Some accessory chains (ACs) in Caenorhabditis elegans are nonessential, suggesting that certain cytoplasmic dynein subunits may function by negatively regulating the heavy chain (HC) rather than positively influencing essential HC function.",True,"Additionally , we identified four dynein components that appear to negatively regulate the force-generating dynein heavy chain .",False,"This fact is a mechanistic detail about accessory chains and heavy chain regulation in a model organism that is too fine-grained and technical for a lay summary, unless the study's main message directly hinges on this specific mechanism, which is unlikely for most lay audiences.","Microtubules and microtubule-dependent motor proteins segregate chromosomes during mitosis and also promote cellular organization in nondividing cells . An essential motor protein complex called cytoplasmic dynein powers many aspects of microtubule-dependent transport , but it is currently unclear how dynein is regulated such that it can execute different processes . We have performed a genome-wide screen to isolate genes that are involved in dynein-dependent processes . We determined that 20 of the 49 genes we identified specifically influenced the viability of dynein mutant strains but not the viability of other C . elegans mutants . Many of the proteins that specifically influence dynein localized to subcellular sites where the dynein heavy chain has been reported by others to be found . Additionally , we identified four dynein components that appear to negatively regulate the force-generating dynein heavy chain . The identification and initial characterization of this group of genes represents a route to identify genes that are not themselves essential but do participate in essential processes .",,
exp2_human_057,exp2_plos_005_af_0136,PLOS,exp2_plos_005,Mutants of ToMV and Brome mosaic virus (BMV) that are defective in RNA 5′ capping functions can still produce negative-strand RNA.,False,,False,This is a fine-grained mechanistic detail about specific viral mutants and their RNA synthesis that is unlikely to be central to a lay summary's main message and would typically be compressed or omitted for non-specialist readers.,"Many important pathogens of plants , animals , and humans are positive-strand RNA viruses . They replicate via complementary RNA in replication complexes formed on host intracellular membranes . In the replication process , not only viral replication proteins but also host factors play important roles . Although many host factors whose knockdown affects the multiplication of positive-strand RNA viruses have been identified , the function of each host factor in virus multiplication is only poorly understood in most instances . In this paper , we show that a host small GTP-binding protein ARL8 is required for the multiplication of Tomato mosaic virus ( ToMV ) , and that it forms a complex with ToMV replication proteins and another essential host factor TOM1 that is a seven-pass transmembrane protein . We further demonstrate that the replication proteins acquire the ability to synthesize negative-strand ToMV RNA and RNA 5′ cap only in the presence of both TOM1 and ARL8 . The replication proteins of ToMV are multifunctional proteins that participate in RNA replication on membranes and RNA silencing suppression in the cytosol . Our results suggest that ToMV replication proteins are programmed to express their replication-related activities only on membranes through interactions with these host membrane proteins .",,
exp2_human_058,exp2_elife_001_af_0166,eLife,exp2_elife_001,"In vivo, Purkinje neurons in zebrafish larvae can be found either in the tonic or bursting mode and spontaneously toggle from one mode to another.",True,"The experiments show that even when the larvae are awake , the Purkinje cells produce either spontaneous bursts or tonic activity and they can readily switch between the two .",False,"This fact describes a detailed electrophysiological property of Purkinje neurons in zebrafish larvae that is unlikely to be central to a lay summary unless the study's main message directly hinges on these firing modes, making it too technical and fine-grained for most lay audiences.","Ever wonder how you keep your balance ? This is something that we learn to do as toddlers , and it involves the coordinated effort of various muscles in the body . An area at the base of the brain called the cerebellum controls this effort , and synchronizes our muscles by sending messages in the form of electrical signals along cells called Purkinje neurons . These signals consist of steady ‘tonic’ activity or short ‘bursts’ of activity . Previous studies in unconscious mammals suggest that these neurons can spontaneously switch between the two types of electrical signals . However , it is not clear whether this switch occurs in awake animals , or how these nerve activities control muscle movements . It is technically challenging to record the voltage of single Purkinje neurons of conscious rodents , so Sengupta and Thirumalai avoided this problem by using zebrafish larvae instead . These larvae are small , transparent and lack a skull , which makes it possible to record the activity of the cerebellum using tiny glass electrodes . The experiments show that even when the larvae are awake , the Purkinje cells produce either spontaneous bursts or tonic activity and they can readily switch between the two . The switch is controlled in part by the voltage on the neurons' surface . A positive voltage is called the ‘up’ state , while a negative voltage is dubbed the ‘down’ state . Neurons in the ‘up’ state produced tonic pulses , while neurons in the ‘down’ state produced short bursts of activity with the help of an ion channel called AMPAR . Cells called motor neurons in the spinal cord carry the final command from the nervous system to the muscles . Sengupta and Thirumalai recorded the activity of motor neurons and Purkinje neurons at the same time . This revealed that Purkinje neurons receive a copy of the motor command that goes to the muscle and produce short bursts of electrical activity in response . This effect required AMPAR activity , and was blocked by molecules that inhibit AMPAR . Furthermore , Sengupta and Thirumalai report that the timing of these short bursts with respect to the motor command changes from one Purkinje neuron to another . Future work will investigate how the Purkinje neurons receive and process the information in the motor command .",,
exp2_human_059,exp2_plos_001_af_0089,PLOS,exp2_plos_001,The swimming motion is actuated by a traveling wave of preferred curvature.,False,,False,"This is a technical mechanistic detail about how swimming motion is generated, which is unlikely to be central to a lay summary unless the study's main message specifically hinges on this mechanism; otherwise, it would be compressed or omitted in favor of higher-level findings.","The damped harmonic oscillator framework has been applied to interrogate numerous engineering systems like the tuned mass damper used in power transmission , automobiles , and buildings to reduce vibrations . We apply the same framework to undulatory swimming to understand the emergence of movement due to muscular and/or environmental forcing . It helps elucidate why flexible bodies can indeed be propelled forward by not only the internal muscular forcing but also by external fluid forces as reported earlier in which dead trout were found to swim in the wake of cylinder . We show how forcing triggers the first few deformation modes of the swimmer similar to how the appropriate forcing triggers the fundamental deformation modes on a guitar string . We show how the lower deformation modes produce the best forward propulsion of the body . This insight reveals that swimming is viable for small enough frequencies of neuromuscular activation relative to the natural frequencies of the body and for sufficiently stiff elastic properties . Thus , these results identify the key mechanistic parameters that would have been crucial to the evolutionary emergence of swimming animals . The proposed framework can help understand neural control of movement in swimming as well as control of underwater vehicles .",,
exp2_human_060,exp2_plos_002_af_0008,PLOS,exp2_plos_002,Assigning higher weights to variants with particular annotations such as proximity to genes and high regional G/C content can further improve the predictions.,True,We also present an extension to our method that integrates different genomic annotations such as location of the genetic variant or its context to differentially weigh the genetic variants in our model and improve predictions.,False,"This fact describes a technical detail about weighting variants based on specific annotations, which is too fine-grained and methodological for a lay summary and does not directly affect the main message or core findings for non-specialist readers.","Variation in gene expression across different individuals has been found to play a role in susceptibility to different diseases . In addition , many genetic variants that are linked to changes in expression have been found to date . However , their joint ability to accurately predict these changes is not well understood and has rarely been evaluated . Here , we devise a method that uses multiple genetic variants to explain the variation in expression of genes across individuals . One important aspect of our method is its robustness , in that our predictions agree well between training and test sets . Thus , although the number of genes that could be explained is relatively small , the identity and quantitative degree to which genes can be predicted is known in advance . We also present an extension to our method that integrates different genomic annotations such as location of the genetic variant or its context to differentially weigh the genetic variants in our model and improve predictions . Finally , genes that are successfully predicted have , on average , higher expression and more variability across individuals , providing insight into the characteristics of the types of genes that can be predicted by our method .",,
