sample_id,af_id,source_dataset,article_id,fact,llm_covered,llm_supporting_span,module_keep,module_reasoning,lay_summary,human_covered,human_notes,llm_judge_covered,llm_judge_confidence,llm_judge_supporting_evidence,llm_judge_reasoning,llm_judge_parse_error,agreement_llm_covered_vs_judge,agreement_module_keep_vs_judge,judge_error_type
exp2_human_041,exp2_elife_003_af_0035,eLife,exp2_elife_003,"Conditions of hyper- and hypo-perfusion are not reported by optical coherence tomography angiography, so early and subtle functional changes in blood flow may be overlooked and only later structural vessel occlusions visualized in disease.",False,,True,"This fact explains a limitation of a diagnostic imaging method that could affect early disease detection, which is clinically relevant and important for lay readers to understand the implications of the research findings.","The magical twinkling of the night sky is actually the result of imperfections in Earth's atmosphere . Turbulence in the air distorts the light as it passes through , causing it to bend , which blurs the image . To get a clear picture of distant objects , astronomers use a technique called 'adaptive optics' . Deformable mirrors , controlled by computers , bend the light back to correct the distortion . Now , biologists are borrowing the same technique to take a closer look at the blood vessels of the brain . At the moment , functional MRI is one of the most popular imaging techniques for measuring blood flow in the brain . But it can only achieve a resolution of around 1 millimetre , and the tiniest capillaries measure less than a hundredth of a millimetre across . These tiny vessels can be examined surgically , or by injecting dyes into the bloodstream , but these techniques carry a risk . As a result , scientists can only use them in experimental animals . One solution is to look at the vessel network in the back of the eye . The retina is part of the brain and , because the eye is transparent , its blood supply is much easier to see . But imperfections in the eye bend light and blur images of the cells , just like the Earth's atmosphere blurs images of the stars . This is where adaptive optics comes in . Using this technique , it becomes possible to see single red blood cells . Combining adaptive optics with high-speed video could allow us to track cells through the whole network of blood vessels in the eye . At the moment , blood flow measurement techniques either focus on the very big vessels , or the very small ones; they cannot get a complete picture of the whole interconnected system . Now , Joseph et al . have combined adaptive optics , ultrafast imaging , and a new algorithm to view the whole blood vessel network in the eye of a mouse . The new method can automatically measure single blood cells , even when they are moving at their highest possible speed . It can capture the full range of retinal vessels , from the smallest capillaries to the largest arteries and veins . And , by tracking millions of cells at a time , it can reveal how the pressure wave of the blood changes with each beat of the heart . The slightest disruption in blood flow to the brain can cause irreversible damage . So , measuring blood flow is crucial to understanding what happens when things go wrong . This new method is not invasive and uses safe levels of near-infrared light which the retina cannot see , making it safe to use in humans . Joseph et al . have already started their first studies in humans , and the baseline data they have obtained for healthy mice also provides a starting point for comparison with mice with genetic mutations or disease .",False,"The lay summary discusses limitations of current blood flow measurement techniques in terms of vessel size coverage and resolution, but does not mention that optical coherence tomography angiography specifically fails to report hyper- and hypo-perfusion conditions, nor that early and subtle functional changes in blood flow may be overlooked and only later structural vessel occlusions visualized. The specific limitation of OCTA regarding perfusion states and the temporal sequence of functional versus structural changes is not covered.",False,high,"At the moment, blood flow measurement techniques either focus on the very big vessels, or the very small ones; they cannot get a complete picture of the whole interconnected system.","The lay summary discusses limitations of current blood flow measurement techniques in terms of vessel size coverage and resolution, but does not mention that optical coherence tomography angiography specifically fails to report hyper- and hypo-perfusion conditions, nor that early and subtle functional changes in blood flow may be overlooked and only later structural vessel occlusions visualized. The specific limitation of OCTA regarding perfusion states and the temporal sequence of functional versus structural changes is not covered.",False,True,False,not_dangerous_skip_by_judge
exp2_human_042,exp2_plos_004_af_0002,PLOS,exp2_plos_004,Dynein is utilized during interphase for vesicle transport and organelle positioning.,True,"An essential motor protein complex called cytoplasmic dynein powers many aspects of microtubule-dependent transport , but it is currently unclear how dynein is regulated such that it can execute different processes .",True,"This fact provides important background about dynein's role in cellular processes, which could help lay readers understand the biological context or significance of the study if dynein is central to the research.","Microtubules and microtubule-dependent motor proteins segregate chromosomes during mitosis and also promote cellular organization in nondividing cells . An essential motor protein complex called cytoplasmic dynein powers many aspects of microtubule-dependent transport , but it is currently unclear how dynein is regulated such that it can execute different processes . We have performed a genome-wide screen to isolate genes that are involved in dynein-dependent processes . We determined that 20 of the 49 genes we identified specifically influenced the viability of dynein mutant strains but not the viability of other C . elegans mutants . Many of the proteins that specifically influence dynein localized to subcellular sites where the dynein heavy chain has been reported by others to be found . Additionally , we identified four dynein components that appear to negatively regulate the force-generating dynein heavy chain . The identification and initial characterization of this group of genes represents a route to identify genes that are not themselves essential but do participate in essential processes .",False,"The summary states that dynein is involved in many aspects of microtubule-dependent transport and cellular organization in nondividing cells, but it does not specifically mention vesicle transport or organelle positioning during interphase. The core fact about dynein's role in these specific processes is not explicitly covered.",False,high,"""An essential motor protein complex called cytoplasmic dynein powers many aspects of microtubule-dependent transport , but it is currently unclear how dynein is regulated such that it can execute different processes .""","The summary states that dynein is involved in many aspects of microtubule-dependent transport and cellular organization in nondividing cells, but it does not specifically mention vesicle transport or organelle positioning during interphase. The core fact about dynein's role in these specific processes is not explicitly covered.",False,False,False,not_dangerous_skip_by_judge
exp2_human_043,exp2_elife_003_af_0052,eLife,exp2_elife_003,"In this study, imaging strategies and custom algorithms were deployed to image single blood cells noninvasively in the smallest to largest vessels of the mouse retinal circulation (lumen diameters: 3.2–45.8 micrometers) without requiring exogenous contrast agents.",True,"Now , Joseph et al . have combined adaptive optics , ultrafast imaging , and a new algorithm to view the whole blood vessel network in the eye of a mouse . The new method can automatically measure single blood cells , even when they are moving at their highest possible speed . It can capture the full range of retinal vessels , from the smallest capillaries to the largest arteries and veins . ... This new method is not invasive and uses safe levels of near-infrared light which the retina cannot see , making it safe to use in humans .",True,"This fact describes the innovative, noninvasive imaging approach used in the study, which is central to understanding what made the research possible and could be paraphrased for a lay audience.","The magical twinkling of the night sky is actually the result of imperfections in Earth's atmosphere . Turbulence in the air distorts the light as it passes through , causing it to bend , which blurs the image . To get a clear picture of distant objects , astronomers use a technique called 'adaptive optics' . Deformable mirrors , controlled by computers , bend the light back to correct the distortion . Now , biologists are borrowing the same technique to take a closer look at the blood vessels of the brain . At the moment , functional MRI is one of the most popular imaging techniques for measuring blood flow in the brain . But it can only achieve a resolution of around 1 millimetre , and the tiniest capillaries measure less than a hundredth of a millimetre across . These tiny vessels can be examined surgically , or by injecting dyes into the bloodstream , but these techniques carry a risk . As a result , scientists can only use them in experimental animals . One solution is to look at the vessel network in the back of the eye . The retina is part of the brain and , because the eye is transparent , its blood supply is much easier to see . But imperfections in the eye bend light and blur images of the cells , just like the Earth's atmosphere blurs images of the stars . This is where adaptive optics comes in . Using this technique , it becomes possible to see single red blood cells . Combining adaptive optics with high-speed video could allow us to track cells through the whole network of blood vessels in the eye . At the moment , blood flow measurement techniques either focus on the very big vessels , or the very small ones; they cannot get a complete picture of the whole interconnected system . Now , Joseph et al . have combined adaptive optics , ultrafast imaging , and a new algorithm to view the whole blood vessel network in the eye of a mouse . The new method can automatically measure single blood cells , even when they are moving at their highest possible speed . It can capture the full range of retinal vessels , from the smallest capillaries to the largest arteries and veins . And , by tracking millions of cells at a time , it can reveal how the pressure wave of the blood changes with each beat of the heart . The slightest disruption in blood flow to the brain can cause irreversible damage . So , measuring blood flow is crucial to understanding what happens when things go wrong . This new method is not invasive and uses safe levels of near-infrared light which the retina cannot see , making it safe to use in humans . Joseph et al . have already started their first studies in humans , and the baseline data they have obtained for healthy mice also provides a starting point for comparison with mice with genetic mutations or disease .",True,"The summary explicitly states that adaptive optics, ultrafast imaging, and a new algorithm were used to noninvasively image single blood cells across the full range of vessel sizes in the mouse retina, without exogenous contrast agents. This covers all core elements of the atomic fact.",True,high,"Now , Joseph et al . have combined adaptive optics , ultrafast imaging , and a new algorithm to view the whole blood vessel network in the eye of a mouse . The new method can automatically measure single blood cells , even when they are moving at their highest possible speed . It can capture the full range of retinal vessels , from the smallest capillaries to the largest arteries and veins . ... This new method is not invasive and uses safe levels of near-infrared light which the retina cannot see , making it safe to use in humans .","The summary explicitly states that adaptive optics, ultrafast imaging, and a new algorithm were used to noninvasively image single blood cells across the full range of vessel sizes in the mouse retina, without exogenous contrast agents. This covers all core elements of the atomic fact.",False,True,True,not_dangerous_skip_by_judge
exp2_human_044,exp2_elife_005_af_0277,eLife,exp2_elife_005,Humans have adapted in response to infectious disease at the LARGE gene in West Africans in response to pressure from Lassa fever.,False,,True,"This fact is a core finding about human genetic adaptation to infectious disease, which is central to understanding the study's motivation and implications for disease resistance in West Africans.","Our genomes contain a record of historical events . This is because when groups of people are separated for generations , the DNA sequence in the two groups’ genomes will change in different ways . Looking at the differences in the genomes of people from the same population can help researchers to understand and reconstruct the historical interactions that brought their ancestors together . The mixing of two populations that were previously separate is known as admixture . Africa as a continent has few written records of its history . This means that it is somewhat unknown which important movements of people in the past generated the populations found in modern-day Africa . Busby et al . have now attempted to use DNA to look into this and reconstruct the last 4000 years of genetic history in African populations . As has been shown in other regions of the world , the new analysis showed that all African populations are the result of historical admixture events . However , Busby et al . could characterize these events to unprecedented level of detail . For example , multiple ethnic groups from The Gambia and Mali all show signs of sharing the same set of ancestors from West Africa , Europe and Asia who mixed around 2000 years ago . Evidence of a migration of people from Central West Africa , known as the Bantu expansion , could also be detected , and was shown to carry genes to the south and east . An important next step will be to now look at the consequences of the observed gene-flow , and ask if it has contributed to spreading beneficial , or detrimental , mutations around Africa .",False,"The lay summary discusses admixture, population movements, and genetic history in Africa, but does not mention adaptation at the LARGE gene, infectious disease, Lassa fever, or any specific gene-disease adaptation in West Africans. The core fact is omitted.",False,high,,"The lay summary discusses admixture, population movements, and genetic history in Africa, but does not mention adaptation at the LARGE gene, infectious disease, Lassa fever, or any specific gene-disease adaptation in West Africans. The core fact is omitted.",False,True,False,not_dangerous_skip_by_judge
exp2_human_045,exp2_elife_005_af_0024,eLife,exp2_elife_005,The identification of hunter-gatherer ancestry in non-hunter-gatherer populations together with the timing of these events is consistent with the known expansion of Bantu languages across Africa within the last 3 thousand years.,True,"Evidence of a migration of people from Central West Africa , known as the Bantu expansion , could also be detected , and was shown to carry genes to the south and east .",True,"This fact connects genetic findings to a major historical and cultural event (the Bantu expansion), providing important context and implications that would help lay readers understand the significance of the research.","Our genomes contain a record of historical events . This is because when groups of people are separated for generations , the DNA sequence in the two groups’ genomes will change in different ways . Looking at the differences in the genomes of people from the same population can help researchers to understand and reconstruct the historical interactions that brought their ancestors together . The mixing of two populations that were previously separate is known as admixture . Africa as a continent has few written records of its history . This means that it is somewhat unknown which important movements of people in the past generated the populations found in modern-day Africa . Busby et al . have now attempted to use DNA to look into this and reconstruct the last 4000 years of genetic history in African populations . As has been shown in other regions of the world , the new analysis showed that all African populations are the result of historical admixture events . However , Busby et al . could characterize these events to unprecedented level of detail . For example , multiple ethnic groups from The Gambia and Mali all show signs of sharing the same set of ancestors from West Africa , Europe and Asia who mixed around 2000 years ago . Evidence of a migration of people from Central West Africa , known as the Bantu expansion , could also be detected , and was shown to carry genes to the south and east . An important next step will be to now look at the consequences of the observed gene-flow , and ask if it has contributed to spreading beneficial , or detrimental , mutations around Africa .",False,"The summary mentions the detection of the Bantu expansion and gene flow, but it does not specifically state that hunter-gatherer ancestry was identified in non-hunter-gatherer populations, nor does it explicitly connect the timing of these admixture events to the Bantu expansion. The core fact about the identification of hunter-gatherer ancestry and its timing in relation to the Bantu expansion is not directly covered.",False,high,"Evidence of a migration of people from Central West Africa , known as the Bantu expansion , could also be detected , and was shown to carry genes to the south and east .","The summary mentions the detection of the Bantu expansion and gene flow, but it does not specifically state that hunter-gatherer ancestry was identified in non-hunter-gatherer populations, nor does it explicitly connect the timing of these admixture events to the Bantu expansion. The core fact about the identification of hunter-gatherer ancestry and its timing in relation to the Bantu expansion is not directly covered.",False,False,False,not_dangerous_skip_by_judge
exp2_human_046,exp2_plos_003_af_0143,PLOS,exp2_plos_003,The hydrophobic solvent-accessible surface area (HSAS) is used to quantify the state of unfolding of Trp-cage.,False,,True,"While the term 'hydrophobic solvent-accessible surface area' is technical, the fact that the study quantifies protein unfolding using a specific measurement could be paraphrased for lay readers to explain how researchers assessed changes in the protein's structure, which supports understanding the study's approach.","Proteins are flexible nanomachines that frequently accomplish their biological function by collective atomic motions . Such motions may be characterized by hinge , shear , or rotational motions of entire protein domains , loop movements , or subtle rearrangements of amino acid side chains . In many cases it is far from obvious how collective motions are related to a particular biological task . Therefore , we propose a novel technique termed “functional mode analysis” that , based on an ensemble of structures , aims to detect a collective motion that is directly related to a particular protein function . From the given set of protein structures , together with a “functional quantity” , the technique seeks the collective motion that is maximally correlated to the functional quantity . The chosen functional quantity can be quite general; typical examples could include the openness of a channel , active site geometry , or cleft solvent accessibility . Because the proposed framework is highly general , we expect the approach to be useful to a wide range of applications . To illustrate the new technique , we apply functional mode analysis to molecular dynamics trajectories of a polyalanine-helix , bacteriophage T4 lysozyme , Trp-cage , and Leucine-binding protein .",False,"The lay summary mentions that functional mode analysis is applied to Trp-cage, but it does not state or imply that hydrophobic solvent-accessible surface area (HSAS) is used to quantify the state of unfolding of Trp-cage. The specific use of HSAS as a functional quantity for Trp-cage is omitted.",False,high,"To illustrate the new technique , we apply functional mode analysis to molecular dynamics trajectories of a polyalanine-helix , bacteriophage T4 lysozyme , Trp-cage , and Leucine-binding protein.","The lay summary mentions that functional mode analysis is applied to Trp-cage, but it does not state or imply that hydrophobic solvent-accessible surface area (HSAS) is used to quantify the state of unfolding of Trp-cage. The specific use of HSAS as a functional quantity for Trp-cage is omitted.",False,True,False,not_dangerous_skip_by_judge
exp2_human_047,exp2_elife_005_af_0363,eLife,exp2_elife_005,The approach based on the comparison and analysis of painted chromosomes offers a different perspective from approaches based on comparisons of allele frequencies.,False,,True,"This fact highlights a key methodological distinction that could be paraphrased for lay readers to explain how the study's approach differs from others, which is often important for understanding the study's novelty or significance.","Our genomes contain a record of historical events . This is because when groups of people are separated for generations , the DNA sequence in the two groups’ genomes will change in different ways . Looking at the differences in the genomes of people from the same population can help researchers to understand and reconstruct the historical interactions that brought their ancestors together . The mixing of two populations that were previously separate is known as admixture . Africa as a continent has few written records of its history . This means that it is somewhat unknown which important movements of people in the past generated the populations found in modern-day Africa . Busby et al . have now attempted to use DNA to look into this and reconstruct the last 4000 years of genetic history in African populations . As has been shown in other regions of the world , the new analysis showed that all African populations are the result of historical admixture events . However , Busby et al . could characterize these events to unprecedented level of detail . For example , multiple ethnic groups from The Gambia and Mali all show signs of sharing the same set of ancestors from West Africa , Europe and Asia who mixed around 2000 years ago . Evidence of a migration of people from Central West Africa , known as the Bantu expansion , could also be detected , and was shown to carry genes to the south and east . An important next step will be to now look at the consequences of the observed gene-flow , and ask if it has contributed to spreading beneficial , or detrimental , mutations around Africa .",False,"The lay summary discusses using DNA to reconstruct genetic history and admixture in Africa, but it does not mention or imply that the approach used (comparison and analysis of painted chromosomes) offers a different perspective from allele frequency-based approaches. The distinction between these methodological perspectives is omitted.",False,high,,"The lay summary discusses using DNA to reconstruct genetic history and admixture in Africa, but it does not mention or imply that the approach used (comparison and analysis of painted chromosomes) offers a different perspective from allele frequency-based approaches. The distinction between these methodological perspectives is omitted.",False,True,False,not_dangerous_skip_by_judge
exp2_human_048,exp2_plos_002_af_0074,PLOS,exp2_plos_002,"The robust nature of the algorithms means that the number of false positive predictions will be relatively small, as the algorithm knows in advance which genes will be well predicted.",True,"Thus , although the number of genes that could be explained is relatively small , the identity and quantitative degree to which genes can be predicted is known in advance .",True,"This fact relates to the reliability and accuracy of the study's predictive method, which is relevant for lay readers to understand the trustworthiness and potential impact of the findings, and can be paraphrased in lay-friendly terms.","Variation in gene expression across different individuals has been found to play a role in susceptibility to different diseases . In addition , many genetic variants that are linked to changes in expression have been found to date . However , their joint ability to accurately predict these changes is not well understood and has rarely been evaluated . Here , we devise a method that uses multiple genetic variants to explain the variation in expression of genes across individuals . One important aspect of our method is its robustness , in that our predictions agree well between training and test sets . Thus , although the number of genes that could be explained is relatively small , the identity and quantitative degree to which genes can be predicted is known in advance . We also present an extension to our method that integrates different genomic annotations such as location of the genetic variant or its context to differentially weigh the genetic variants in our model and improve predictions . Finally , genes that are successfully predicted have , on average , higher expression and more variability across individuals , providing insight into the characteristics of the types of genes that can be predicted by our method .",True,"The summary states that the method is robust and that the identity and degree to which genes can be predicted is known in advance, which implies that predictions are limited to genes that can be reliably predicted, thus minimizing false positives. This faithfully covers the core content of the atomic fact.",True,high,"Thus, although the number of genes that could be explained is relatively small, the identity and quantitative degree to which genes can be predicted is known in advance.","The summary states that the method is robust and that the identity and degree to which genes can be predicted is known in advance, which implies that predictions are limited to genes that can be reliably predicted, thus minimizing false positives. This faithfully covers the core content of the atomic fact.",False,True,True,not_dangerous_skip_by_judge
exp2_human_049,exp2_plos_005_af_0002,PLOS,exp2_plos_005,The host seven-pass transmembrane protein TOM1 is necessary for efficient Tomato mosaic virus (ToMV) multiplication.,True,We further demonstrate that the replication proteins acquire the ability to synthesize negative-strand ToMV RNA and RNA 5′ cap only in the presence of both TOM1 and ARL8.,True,This fact describes a key mechanism—identifying a host protein necessary for virus multiplication—which is central to understanding the study's main finding and could be paraphrased for lay readers.,"Many important pathogens of plants , animals , and humans are positive-strand RNA viruses . They replicate via complementary RNA in replication complexes formed on host intracellular membranes . In the replication process , not only viral replication proteins but also host factors play important roles . Although many host factors whose knockdown affects the multiplication of positive-strand RNA viruses have been identified , the function of each host factor in virus multiplication is only poorly understood in most instances . In this paper , we show that a host small GTP-binding protein ARL8 is required for the multiplication of Tomato mosaic virus ( ToMV ) , and that it forms a complex with ToMV replication proteins and another essential host factor TOM1 that is a seven-pass transmembrane protein . We further demonstrate that the replication proteins acquire the ability to synthesize negative-strand ToMV RNA and RNA 5′ cap only in the presence of both TOM1 and ARL8 . The replication proteins of ToMV are multifunctional proteins that participate in RNA replication on membranes and RNA silencing suppression in the cytosol . Our results suggest that ToMV replication proteins are programmed to express their replication-related activities only on membranes through interactions with these host membrane proteins .",True,"The summary explicitly states that TOM1, a seven-pass transmembrane protein, is essential for ToMV replication protein activity, which is necessary for efficient ToMV multiplication. This directly covers the atomic fact.",True,high,We further demonstrate that the replication proteins acquire the ability to synthesize negative-strand ToMV RNA and RNA 5′ cap only in the presence of both TOM1 and ARL8.,"The summary explicitly states that TOM1, a seven-pass transmembrane protein, is essential for ToMV replication protein activity, which is necessary for efficient ToMV multiplication. This directly covers the atomic fact.",False,True,True,not_dangerous_skip_by_judge
exp2_human_050,exp2_elife_005_af_0167,eLife,exp2_elife_005,Admixture P-values are based on 100 bootstrap replicates of the NULL procedure.,False,,False,This fact describes a technical methodological detail (the use of bootstrap replicates for P-value calculation) that is unlikely to be necessary for lay understanding and would not typically appear in an expert lay summary.,"Our genomes contain a record of historical events . This is because when groups of people are separated for generations , the DNA sequence in the two groups’ genomes will change in different ways . Looking at the differences in the genomes of people from the same population can help researchers to understand and reconstruct the historical interactions that brought their ancestors together . The mixing of two populations that were previously separate is known as admixture . Africa as a continent has few written records of its history . This means that it is somewhat unknown which important movements of people in the past generated the populations found in modern-day Africa . Busby et al . have now attempted to use DNA to look into this and reconstruct the last 4000 years of genetic history in African populations . As has been shown in other regions of the world , the new analysis showed that all African populations are the result of historical admixture events . However , Busby et al . could characterize these events to unprecedented level of detail . For example , multiple ethnic groups from The Gambia and Mali all show signs of sharing the same set of ancestors from West Africa , Europe and Asia who mixed around 2000 years ago . Evidence of a migration of people from Central West Africa , known as the Bantu expansion , could also be detected , and was shown to carry genes to the south and east . An important next step will be to now look at the consequences of the observed gene-flow , and ask if it has contributed to spreading beneficial , or detrimental , mutations around Africa .",False,"The lay summary does not mention P-values, bootstrap replicates, or the NULL procedure. It discusses admixture and genetic history in Africa, but omits any reference to the statistical methods used to assess admixture, including the use of bootstrap replicates for P-value calculation.",False,high,,"The lay summary does not mention P-values, bootstrap replicates, or the NULL procedure. It discusses admixture and genetic history in Africa, but omits any reference to the statistical methods used to assess admixture, including the use of bootstrap replicates for P-value calculation.",False,True,True,not_dangerous_skip_by_judge
exp2_human_051,exp2_plos_005_af_0108,PLOS,exp2_plos_005,"32P-labeled RNA, indicating capped RNA, was detected in the 180K-FS-purified fraction from infected plant cells and in 130K-FS-purified fraction from yeast coexpressing AtTOM1 and AtARL8a.",True,We further demonstrate that the replication proteins acquire the ability to synthesize negative-strand ToMV RNA and RNA 5′ cap only in the presence of both TOM1 and ARL8.,True,"While the fact is technical, it describes a key experimental finding about the detection of capped RNA in specific fractions and systems, which could be paraphrased to explain how the researchers identified important RNA molecules in their study.","Many important pathogens of plants , animals , and humans are positive-strand RNA viruses . They replicate via complementary RNA in replication complexes formed on host intracellular membranes . In the replication process , not only viral replication proteins but also host factors play important roles . Although many host factors whose knockdown affects the multiplication of positive-strand RNA viruses have been identified , the function of each host factor in virus multiplication is only poorly understood in most instances . In this paper , we show that a host small GTP-binding protein ARL8 is required for the multiplication of Tomato mosaic virus ( ToMV ) , and that it forms a complex with ToMV replication proteins and another essential host factor TOM1 that is a seven-pass transmembrane protein . We further demonstrate that the replication proteins acquire the ability to synthesize negative-strand ToMV RNA and RNA 5′ cap only in the presence of both TOM1 and ARL8 . The replication proteins of ToMV are multifunctional proteins that participate in RNA replication on membranes and RNA silencing suppression in the cytosol . Our results suggest that ToMV replication proteins are programmed to express their replication-related activities only on membranes through interactions with these host membrane proteins .",False,"The lay summary states that replication proteins can synthesize RNA 5′ cap in the presence of TOM1 and ARL8, but it does not mention the experimental detection of 32P-labeled (capped) RNA in specific purified fractions from infected plant cells or yeast expressing these proteins. The specific experimental evidence described in the atomic fact is omitted.",False,high,,"The lay summary states that replication proteins can synthesize RNA 5′ cap in the presence of TOM1 and ARL8, but it does not mention the experimental detection of 32P-labeled (capped) RNA in specific purified fractions from infected plant cells or yeast expressing these proteins. The specific experimental evidence described in the atomic fact is omitted.",False,False,False,not_dangerous_skip_by_judge
exp2_human_052,exp2_plos_002_af_0073,PLOS,exp2_plos_002,"In the Cross-pop and Mixed-pop cross-validation schemes, 364/15,439 (2.4%) and 529/15,439 (3.4%) of the genes have training and test R2 above 0.1, respectively.",False,"Thus , although the number of genes that could be explained is relatively small , the identity and quantitative degree to which genes can be predicted is known in advance .",False,"This fact provides fine-grained quantitative detail about the number and percentage of genes meeting a specific statistical threshold in particular cross-validation schemes, which is too technical and detailed for a lay summary and does not affect the main message or understanding for non-specialists.","Variation in gene expression across different individuals has been found to play a role in susceptibility to different diseases . In addition , many genetic variants that are linked to changes in expression have been found to date . However , their joint ability to accurately predict these changes is not well understood and has rarely been evaluated . Here , we devise a method that uses multiple genetic variants to explain the variation in expression of genes across individuals . One important aspect of our method is its robustness , in that our predictions agree well between training and test sets . Thus , although the number of genes that could be explained is relatively small , the identity and quantitative degree to which genes can be predicted is known in advance . We also present an extension to our method that integrates different genomic annotations such as location of the genetic variant or its context to differentially weigh the genetic variants in our model and improve predictions . Finally , genes that are successfully predicted have , on average , higher expression and more variability across individuals , providing insight into the characteristics of the types of genes that can be predicted by our method .",False,"The summary mentions that only a relatively small number of genes can be explained, but it does not provide the specific numbers or percentages (364/15,439 and 529/15,439, or 2.4% and 3.4%) for the Cross-pop and Mixed-pop cross-validation schemes, nor does it mention the R2 threshold of 0.1. The core quantitative fact is omitted.",False,high,"Thus, although the number of genes that could be explained is relatively small, the identity and quantitative degree to which genes can be predicted is known in advance.","The summary mentions that only a relatively small number of genes can be explained, but it does not provide the specific numbers or percentages (364/15,439 and 529/15,439, or 2.4% and 3.4%) for the Cross-pop and Mixed-pop cross-validation schemes, nor does it mention the R2 threshold of 0.1. The core quantitative fact is omitted.",False,True,True,not_dangerous_skip_by_judge
exp2_human_053,exp2_plos_002_af_0053,PLOS,exp2_plos_002,Most studies of the relationship between genetic and expression variation have focused on identifying single nucleotide polymorphisms that are significantly correlated with gene expression changes.,True,"In addition , many genetic variants that are linked to changes in expression have been found to date .",True,"This fact provides important background context about the typical focus of previous research, which helps lay readers understand the novelty or motivation of the current study.","Variation in gene expression across different individuals has been found to play a role in susceptibility to different diseases . In addition , many genetic variants that are linked to changes in expression have been found to date . However , their joint ability to accurately predict these changes is not well understood and has rarely been evaluated . Here , we devise a method that uses multiple genetic variants to explain the variation in expression of genes across individuals . One important aspect of our method is its robustness , in that our predictions agree well between training and test sets . Thus , although the number of genes that could be explained is relatively small , the identity and quantitative degree to which genes can be predicted is known in advance . We also present an extension to our method that integrates different genomic annotations such as location of the genetic variant or its context to differentially weigh the genetic variants in our model and improve predictions . Finally , genes that are successfully predicted have , on average , higher expression and more variability across individuals , providing insight into the characteristics of the types of genes that can be predicted by our method .",True,"The lay summary states that many genetic variants linked to changes in expression have been found, which covers the core fact that most studies have focused on identifying SNPs correlated with gene expression changes. The summary does not use the term 'single nucleotide polymorphisms' but refers to 'genetic variants,' which is a faithful lay simplification.",True,high,"In addition , many genetic variants that are linked to changes in expression have been found to date .","The lay summary states that many genetic variants linked to changes in expression have been found, which covers the core fact that most studies have focused on identifying SNPs correlated with gene expression changes. The summary does not use the term 'single nucleotide polymorphisms' but refers to 'genetic variants,' which is a faithful lay simplification.",False,True,True,not_dangerous_skip_by_judge
exp2_human_054,exp2_elife_003_af_0231,eLife,exp2_elife_003,Changes happening in lower vascular branches in disease may be missed when only total blood supply to the retina is measured.,False,,True,"This fact highlights a limitation of measuring only total blood supply, which is important for lay readers to understand the study's motivation and the potential for missed disease changes, making it relevant for a lay summary.","The magical twinkling of the night sky is actually the result of imperfections in Earth's atmosphere . Turbulence in the air distorts the light as it passes through , causing it to bend , which blurs the image . To get a clear picture of distant objects , astronomers use a technique called 'adaptive optics' . Deformable mirrors , controlled by computers , bend the light back to correct the distortion . Now , biologists are borrowing the same technique to take a closer look at the blood vessels of the brain . At the moment , functional MRI is one of the most popular imaging techniques for measuring blood flow in the brain . But it can only achieve a resolution of around 1 millimetre , and the tiniest capillaries measure less than a hundredth of a millimetre across . These tiny vessels can be examined surgically , or by injecting dyes into the bloodstream , but these techniques carry a risk . As a result , scientists can only use them in experimental animals . One solution is to look at the vessel network in the back of the eye . The retina is part of the brain and , because the eye is transparent , its blood supply is much easier to see . But imperfections in the eye bend light and blur images of the cells , just like the Earth's atmosphere blurs images of the stars . This is where adaptive optics comes in . Using this technique , it becomes possible to see single red blood cells . Combining adaptive optics with high-speed video could allow us to track cells through the whole network of blood vessels in the eye . At the moment , blood flow measurement techniques either focus on the very big vessels , or the very small ones; they cannot get a complete picture of the whole interconnected system . Now , Joseph et al . have combined adaptive optics , ultrafast imaging , and a new algorithm to view the whole blood vessel network in the eye of a mouse . The new method can automatically measure single blood cells , even when they are moving at their highest possible speed . It can capture the full range of retinal vessels , from the smallest capillaries to the largest arteries and veins . And , by tracking millions of cells at a time , it can reveal how the pressure wave of the blood changes with each beat of the heart . The slightest disruption in blood flow to the brain can cause irreversible damage . So , measuring blood flow is crucial to understanding what happens when things go wrong . This new method is not invasive and uses safe levels of near-infrared light which the retina cannot see , making it safe to use in humans . Joseph et al . have already started their first studies in humans , and the baseline data they have obtained for healthy mice also provides a starting point for comparison with mice with genetic mutations or disease .",False,"The lay summary discusses limitations of current measurement techniques (focusing only on large or small vessels), but it does not specifically state or clearly entail that changes in lower vascular branches in disease may be missed when only total blood supply is measured. The specific risk of missing disease-related changes in lower branches when measuring only total supply is not covered.",False,high,"At the moment, blood flow measurement techniques either focus on the very big vessels, or the very small ones; they cannot get a complete picture of the whole interconnected system.","The lay summary discusses limitations of current measurement techniques (focusing only on large or small vessels), but it does not specifically state or clearly entail that changes in lower vascular branches in disease may be missed when only total blood supply is measured. The specific risk of missing disease-related changes in lower branches when measuring only total supply is not covered.",False,True,False,not_dangerous_skip_by_judge
